Retweet Count,Mention Count,Follower Count,Verified,Tweet Frequency,Hashtag Count,Account Age,Engagement Ratio,Bot Label,Predicted Label,Bot Probability
187,18,1567,0,48,8,34,0.11926020408163265,1,1,0.99999523
195,20,1161,0,46,13,255,0.16781411359724613,1,1,0.99999976
175,12,842,0,33,8,350,0.20759193357058126,1,1,0.9999969
22,3,609,0,6,2,1278,0.036065573770491806,0,0,9.681904e-06
67,27,1440,0,44,10,118,0.046495489243580844,1,1,0.99999785
65,7,4989,0,5,2,2363,0.013026052104208416,0,0,2.5849695e-07
39,9,1116,0,3,4,2862,0.03491495076096687,0,0,4.5476772e-05
32,6,2467,0,6,2,1250,0.012965964343598054,0,0,9.878832e-06
50,1,975,0,6,4,689,0.05122950819672131,0,0,0.00037266026
13,4,3629,0,6,2,2470,0.003581267217630854,0,0,4.5387454e-09
162,38,1567,0,44,11,103,0.10331632653061225,1,1,1.0
146,12,1234,0,23,6,243,0.11821862348178137,1,1,0.9986972
120,17,155,0,30,19,224,0.7692307692307693,1,1,0.99999964
63,15,124,0,11,6,189,0.504,1,1,0.99792945
21,8,463,0,8,0,3377,0.04525862068965517,0,0,1.9090419e-06
195,30,61,0,40,9,70,3.1451612903225805,1,1,1.0
46,0,2994,0,3,3,2331,0.015358931552587647,0,0,8.655773e-05
178,21,1215,0,42,11,221,0.14638157894736842,1,1,0.99999964
35,7,4313,0,2,4,382,0.008113120074177098,0,0,0.00021915267
23,2,4112,0,2,0,3602,0.0055920252856795525,0,0,8.928758e-08
170,35,1316,0,45,8,56,0.12908124525436598,1,1,1.0
11,9,4835,0,5,3,3524,0.002274607113316791,0,0,9.246793e-07
23,6,1552,0,9,0,1454,0.014810045074050225,0,0,9.338007e-06
174,22,1665,0,48,5,277,0.10444177671068428,1,1,0.9999751
34,5,1505,0,9,0,1546,0.02257636122177955,0,0,0.00010843641
177,27,777,0,17,10,68,0.2275064267352185,1,1,0.99999833
152,35,1507,0,38,15,164,0.10079575596816977,1,1,0.99999845
154,13,1022,0,30,7,195,0.15053763440860216,1,1,0.99982196
15,3,1724,0,5,1,2443,0.008695652173913044,0,0,5.9161103e-08
40,9,4418,0,9,0,1459,0.009051821679112922,0,0,1.1343784e-05
28,3,2749,0,6,4,2787,0.010181818181818183,0,0,3.2439248e-06
92,36,340,0,29,7,232,0.2697947214076246,1,1,1.0
46,8,107,0,5,4,1049,0.42592592592592593,0,0,0.01568117
55,37,1043,0,24,19,270,0.05268199233716475,1,1,0.9999765
112,9,1752,0,35,5,107,0.0638904734740445,1,1,0.9965732
20,2,4375,0,7,4,2125,0.004570383912248629,0,0,5.2802555e-08
147,38,654,0,36,19,315,0.22442748091603054,1,1,0.99999976
13,9,533,0,5,3,960,0.024344569288389514,0,0,4.137255e-05
67,8,493,0,6,2,3592,0.13562753036437247,0,0,1.44808955e-05
46,3,4470,0,6,1,1028,0.010288526056810557,0,0,2.1060234e-07
32,1,2932,0,7,0,2934,0.010910330719399931,0,0,1.8607917e-06
47,0,261,0,1,4,1194,0.17938931297709923,0,0,0.0010086236
136,13,1521,0,10,9,278,0.08935611038107753,1,1,0.9988708
53,5,487,0,19,19,143,0.10860655737704918,1,1,0.9995782
85,33,805,0,14,17,111,0.1054590570719603,1,1,0.9999999
29,3,4882,0,1,4,1365,0.00593897194347737,0,0,5.001792e-08
62,1,2112,0,1,2,3547,0.029342167534311406,0,0,1.0580692e-06
8,0,1997,0,9,0,2746,0.004004004004004004,0,0,4.556781e-05
124,29,1993,0,37,11,113,0.062186559679037114,1,1,0.9999707
40,2,2925,0,6,3,755,0.01367053998632946,0,0,2.5187897e-05
189,38,151,0,34,5,33,1.243421052631579,1,1,1.0
122,10,1416,0,11,10,137,0.08609738884968243,1,1,0.998809
20,8,4006,0,7,1,402,0.0049912652857499375,0,0,1.4795991e-05
72,9,1798,0,8,1,3359,0.040022234574763754,0,0,5.6946294e-05
115,5,1220,0,47,10,141,0.09418509418509419,1,1,0.9998167
48,7,3789,0,6,0,472,0.012664907651715039,0,0,2.3033688e-05
123,19,680,0,32,12,292,0.18061674008810572,1,1,0.9999738
5,7,1948,0,1,1,2738,0.002565418163160595,0,0,3.3915985e-06
55,8,936,0,3,1,3156,0.05869797225186766,0,0,1.7577966e-06
143,19,1377,0,24,13,138,0.10377358490566038,1,1,0.9998435
71,3,2550,0,9,0,1672,0.027832222657781264,0,0,0.00027887785
170,20,529,0,18,15,305,0.32075471698113206,1,1,0.99999964
26,7,3774,0,5,0,1853,0.006887417218543046,0,0,3.962944e-08
102,14,745,0,27,19,244,0.13672922252010725,1,1,0.99998057
123,36,1342,0,12,10,155,0.09158600148920328,1,1,0.9999845
79,9,357,0,1,1,507,0.2206703910614525,0,0,0.028297458
188,31,1355,0,48,11,202,0.13864306784660768,1,1,1.0
34,7,3192,0,3,3,1394,0.010648293141246476,0,0,9.979182e-06
46,1,3548,0,6,2,2909,0.012961397576782193,0,0,3.5828145e-07
34,6,1429,1,2,2,1464,0.023776223776223775,0,0,2.7256327e-08
181,18,477,0,26,5,67,0.3786610878661088,1,1,0.9998117
126,13,279,0,30,13,72,0.45,1,1,0.99999726
20,2,820,0,9,3,2586,0.024360535931790498,0,0,3.4622897e-06
42,3,849,0,9,1,2343,0.04941176470588235,0,0,9.982308e-05
116,14,398,0,29,6,155,0.2907268170426065,1,1,0.99975055
60,9,3331,0,6,0,3186,0.01800720288115246,0,0,3.5935736e-06
22,8,3594,0,4,3,2184,0.00611961057023644,0,0,1.5168324e-07
153,27,985,0,22,14,183,0.15517241379310345,1,1,0.9999999
69,0,3925,1,5,3,3041,0.017575140091696383,0,0,1.2776775e-09
171,35,1339,0,19,10,226,0.12761194029850748,1,1,0.9999975
74,8,2455,0,8,0,933,0.03013029315960912,0,0,0.0015033123
57,13,1255,0,17,7,131,0.04538216560509554,1,1,0.9767702
13,8,3952,0,7,4,1652,0.0032886415380723503,0,0,4.982916e-05
57,0,4880,0,6,2,3503,0.011677934849416103,0,0,2.0218441e-07
143,14,1119,0,38,12,49,0.12767857142857142,1,1,0.99997544
66,8,1146,0,8,0,3491,0.05754141238012206,0,0,3.505592e-06
58,16,1226,0,20,5,166,0.04726976365118175,1,1,0.99304104
78,8,1131,0,2,2,3445,0.06890459363957598,0,0,4.3097152e-05
116,22,794,0,44,5,228,0.1459119496855346,1,1,0.9999565
163,19,870,0,28,16,86,0.18714121699196326,1,1,0.99999905
96,11,1655,0,18,8,37,0.057971014492753624,1,1,0.99158597
179,26,1788,0,45,9,64,0.10005589714924538,1,1,1.0
74,7,3434,0,8,4,3034,0.021542940320232896,0,0,3.2632608e-05
32,6,4241,0,9,0,3458,0.007543611504007544,0,0,1.9673196e-07
119,17,1841,0,42,7,202,0.06460369163952226,1,1,0.99996185
189,33,1138,0,26,8,285,0.16593503072870938,1,1,0.99999905
184,17,1256,0,14,16,263,0.14638027048528243,1,1,0.99999976
61,5,1297,0,4,2,2821,0.04699537750385208,0,0,5.0388776e-06
65,5,570,0,8,4,1391,0.1138353765323993,0,0,0.0008045914
17,1,3654,1,8,2,1141,0.004651162790697674,0,0,6.3879e-09
22,9,3071,1,1,4,2134,0.007161458333333333,0,0,2.2314825e-06
126,27,1162,0,45,5,213,0.10834049871023216,1,1,0.9999981
105,21,403,0,19,11,44,0.2599009900990099,1,1,0.9999914
179,39,1836,0,23,13,169,0.09744148067501361,1,1,0.99999976
23,8,2789,0,2,1,3146,0.008243727598566309,0,0,3.4154486e-09
14,2,1046,0,2,1,1995,0.013371537726838587,0,0,8.439246e-07
63,6,4368,1,7,0,862,0.01441977569237812,0,0,2.695916e-10
119,22,1687,0,44,15,5,0.07049763033175356,1,1,0.9999956
106,32,504,0,45,14,227,0.2099009900990099,1,1,1.0
24,9,211,0,6,4,3376,0.11320754716981132,0,0,3.0782205e-05
103,23,1258,0,46,9,270,0.0818109610802224,1,1,0.9999987
46,0,4041,0,4,0,3112,0.011380504700643246,0,0,4.489315e-07
67,0,2165,1,7,0,1598,0.030932594644506,0,0,1.4049861e-05
102,16,1847,0,34,7,321,0.05519480519480519,1,1,0.99992144
69,7,232,0,2,2,1845,0.296137339055794,0,0,0.001205859
53,33,950,0,10,18,312,0.05573080967402734,1,1,0.9999603
69,2,3344,0,8,1,448,0.02062780269058296,0,0,0.00016134937
79,20,1744,0,11,5,10,0.04527220630372493,1,1,0.9481233
108,13,1272,0,26,13,9,0.08483896307934014,1,1,0.9998443
88,15,662,0,17,13,110,0.13273001508295626,1,1,0.9992731
28,2,365,0,6,4,3503,0.07650273224043716,0,0,1.0317573e-07
45,7,3931,1,9,0,1327,0.011444557477110885,0,0,4.6739714e-08
125,28,1875,0,15,14,11,0.06663113006396588,1,1,0.99991286
76,28,929,0,27,15,54,0.08172043010752689,1,1,0.99998176
25,2,987,0,1,1,540,0.025303643724696356,0,0,0.00023374415
22,2,665,0,6,2,2242,0.03303303303303303,0,0,2.4187516e-06
47,7,1494,0,9,4,2714,0.031438127090301006,0,0,7.738088e-06
169,28,1205,0,17,8,61,0.14013266998341625,1,1,0.99999654
38,3,2676,0,2,2,1910,0.014194994396712738,0,0,4.90488e-06
34,2,3265,0,9,2,981,0.010410287813839559,0,0,2.3859304e-05
133,21,120,0,12,19,302,1.0991735537190082,1,1,0.9999999
30,9,1031,0,8,2,2294,0.029069767441860465,0,0,5.1158263e-06
49,1,725,0,2,4,2474,0.0674931129476584,0,0,5.4200133e-05
78,3,1265,0,5,0,2688,0.061611374407582936,0,0,8.999369e-06
128,28,276,0,25,8,331,0.4620938628158845,1,1,0.9999776
116,23,441,0,12,8,188,0.26244343891402716,1,1,0.99989974
60,20,213,0,26,18,170,0.2803738317757009,1,1,0.99983
194,24,1353,0,31,10,7,0.1432791728212703,1,1,0.9999714
60,16,1983,0,14,9,128,0.03024193548387097,1,1,0.96561515
103,19,1221,0,35,5,249,0.08428805237315876,1,1,0.99950814
79,28,688,0,32,13,131,0.11465892597968069,1,1,0.99998724
52,6,3805,0,2,1,2867,0.013662637940094587,0,0,5.976036e-07
32,8,4530,0,8,1,3407,0.007062458618406533,0,0,2.3440034e-06
136,12,130,0,11,19,185,1.0381679389312977,1,1,0.99999976
7,7,222,0,3,0,3584,0.03139013452914798,0,0,2.6094209e-05
21,9,1408,0,6,2,3150,0.014904187366926898,0,0,1.88905e-07
168,16,1104,0,21,19,25,0.1520361990950226,1,1,0.99999774
22,3,4795,0,1,1,1442,0.0045871559633027525,0,0,1.4043479e-07
31,9,3780,0,9,1,1220,0.008198889182755884,0,0,1.56891e-05
58,6,3615,0,4,3,1073,0.016039823008849558,0,0,1.2984345e-06
74,3,2698,0,4,0,1044,0.02741756206002223,0,0,2.0604963e-05
41,2,586,0,1,4,2499,0.06984667802385008,0,0,1.966428e-05
96,31,1534,0,29,18,13,0.06254071661237785,1,1,0.99999857
93,28,496,0,12,18,235,0.18712273641851107,1,1,0.9999964
98,17,699,0,23,5,194,0.14,1,1,0.9995602
35,3,3274,0,5,0,900,0.010687022900763359,0,0,3.7214097e-05
93,34,1534,0,28,13,179,0.06058631921824104,1,1,0.9999938
44,0,3469,0,6,3,3550,0.012680115273775217,0,0,2.6498881e-05
9,9,3338,0,6,3,3498,0.0026954177897574125,0,0,1.0757035e-06
58,9,1406,0,4,1,500,0.0412224591329069,0,0,0.0017972471
23,0,912,0,1,2,2016,0.025191675794085433,0,0,1.0514953e-05
63,21,718,0,22,17,219,0.08762169680111266,1,1,0.99999
82,33,1392,0,46,11,211,0.05886575735821967,1,1,1.0
18,4,4987,0,5,1,1246,0.0036086607858861267,0,0,8.539745e-08
169,13,656,0,36,16,362,0.2572298325722983,1,1,0.99999857
22,3,4989,0,4,1,1641,0.004408817635270541,0,0,4.619889e-06
142,22,721,0,16,5,289,0.19667590027700832,1,1,0.99963987
53,24,1123,0,45,13,223,0.04715302491103203,1,1,0.99999917
32,2,1993,0,7,4,1744,0.0160481444332999,0,0,0.00023177413
183,28,1906,0,46,17,179,0.09596224436287362,1,1,0.999998
49,4,4551,0,9,1,1679,0.010764499121265378,0,0,2.1569467e-05
145,16,616,0,13,14,346,0.23500810372771475,1,1,0.99989295
21,8,1702,0,2,0,2081,0.012331180270111567,0,0,1.3290296e-06
61,8,3511,0,3,4,697,0.017369020501138952,0,0,0.0002206055
91,36,532,0,47,10,230,0.17073170731707318,1,1,0.9999995
159,17,215,0,21,9,121,0.7361111111111112,1,1,0.99999917
30,5,1845,0,4,1,2632,0.016251354279523293,0,0,8.8301374e-07
179,38,269,0,39,17,357,0.662962962962963,1,1,1.0
173,6,1501,0,36,15,214,0.1151797603195739,1,1,0.999987
20,5,765,0,7,1,1937,0.02610966057441253,0,0,3.657513e-06
10,4,427,0,6,0,3218,0.02336448598130841,0,0,4.217719e-08
86,27,1986,0,22,19,86,0.043281328636134875,1,1,0.9997631
11,5,3874,0,3,0,1435,0.002838709677419355,0,0,1.597566e-07
46,9,3512,0,3,0,1637,0.01309422146313692,0,0,0.00014441345
75,2,4936,1,3,3,907,0.015191411788535548,0,0,2.8589184e-08
150,35,115,0,11,19,303,1.293103448275862,1,1,1.0
71,14,796,0,39,5,83,0.0890840652446675,1,1,0.9984932
65,5,1821,0,9,4,1493,0.03567508232711306,0,0,0.0001917
63,17,1410,0,47,11,66,0.0446491849751949,1,1,0.99986184
62,7,4227,0,9,2,2366,0.01466414380321665,0,0,8.12423e-06
167,7,739,0,14,12,54,0.22567567567567567,1,1,0.9998752
43,7,4997,0,1,1,2620,0.00860344137655062,0,0,1.0054986e-06
22,5,4074,0,7,1,3231,0.005398773006134969,0,0,9.0114716e-10
142,8,1946,0,23,9,89,0.07293271700051361,1,1,0.99898726
63,3,3826,0,2,1,402,0.01646198066370525,0,0,0.0006630019
50,5,1930,0,10,7,316,0.02589331952356292,1,0,0.2964138
140,14,1610,0,21,16,241,0.08690254500310367,1,1,0.9999926
76,9,644,1,2,4,917,0.11782945736434108,0,0,0.00036121244
74,6,1253,0,3,3,2559,0.05901116427432217,0,0,1.907656e-05
97,6,1789,0,20,16,101,0.05418994413407821,1,1,0.9992951
63,7,4067,0,5,1,1808,0.015486725663716814,0,0,1.5580542e-07
63,4,1645,1,5,4,1673,0.03827460510328068,0,0,1.016653e-07
10,4,1013,0,8,2,3144,0.009861932938856016,0,0,1.0076931e-06
61,3,438,0,7,3,457,0.13895216400911162,0,0,0.0017302798
69,4,1547,0,8,1,839,0.044573643410852716,0,0,0.00049570465
185,39,612,0,45,12,36,0.30179445350734097,1,1,1.0
111,21,1162,0,32,13,240,0.09544282029234738,1,1,0.99995255
61,0,2847,0,3,3,3620,0.021418539325842697,0,0,1.3726841e-06
24,8,4135,0,2,1,1823,0.005802707930367505,0,0,2.4380288e-06
28,9,1748,0,7,1,1348,0.016009148084619784,0,0,1.5249871e-05
63,39,1810,0,43,5,96,0.034787410270568746,1,1,0.9997782
12,5,1074,0,9,0,1676,0.011162790697674419,0,0,0.0005403373
154,22,572,0,28,10,338,0.268760907504363,1,1,0.9999883
131,16,1622,0,13,19,43,0.0807147258163894,1,1,0.999808
100,9,1996,0,15,17,87,0.0500751126690035,1,1,0.999148
60,8,3533,0,4,3,1531,0.01697792869269949,0,0,5.023638e-06
91,15,1419,0,18,15,194,0.06408450704225352,1,1,0.9999534
31,5,3152,0,8,4,2177,0.009831906121154456,0,0,1.2093918e-05
121,5,326,0,47,14,13,0.37003058103975534,1,1,0.9999832
10,6,1964,0,1,0,376,0.005089058524173028,0,0,0.00090920064
171,16,1671,0,15,16,201,0.10227272727272728,1,1,0.99999857
41,4,3223,0,8,1,2715,0.01271712158808933,0,0,6.737023e-07
113,13,986,0,23,9,347,0.11448834853090173,1,1,0.9992592
8,1,844,0,5,0,2743,0.009467455621301775,0,0,3.7541452e-07
63,6,1041,0,8,3,741,0.060460652591170824,0,0,0.0048491494
44,9,3986,0,4,0,2965,0.011035866566340606,0,0,7.6243185e-07
61,5,4319,0,8,3,3382,0.01412037037037037,0,0,4.5611205e-08
136,8,1904,0,47,18,343,0.07139107611548556,1,1,0.99999523
169,10,54,0,26,13,24,3.0727272727272728,1,1,1.0
30,2,3633,0,2,3,1885,0.00825536598789213,0,0,1.6128779e-05
152,24,1623,0,15,13,308,0.09359605911330049,1,1,0.99995327
35,9,3423,0,5,2,950,0.01022196261682243,0,0,9.816275e-05
19,8,3445,0,5,4,724,0.005513639001741149,0,0,1.6461103e-05
199,19,1671,0,26,7,253,0.11901913875598086,1,1,0.99999094
67,9,144,0,6,4,3606,0.46206896551724136,0,0,0.00060868217
73,1,2868,0,6,0,2257,0.025444405716277447,0,0,1.2121005e-05
92,13,601,0,28,7,23,0.15282392026578073,1,1,0.99797827
36,3,706,0,7,1,2959,0.05091937765205092,0,0,9.254662e-07
55,7,2584,0,6,1,676,0.02127659574468085,0,0,0.00010514213
29,2,3907,0,6,1,2790,0.007420675537359263,0,0,4.905334e-07
15,7,3374,0,8,3,833,0.0044444444444444444,0,0,4.0244563e-06
118,6,1064,0,49,9,49,0.1107981220657277,1,1,0.99976593
124,15,1323,0,18,10,34,0.09365558912386707,1,1,0.99926
160,36,875,0,21,17,32,0.182648401826484,1,1,1.0
37,8,3815,0,3,1,3049,0.00969601677148847,0,0,6.377652e-07
43,6,2935,0,3,1,1180,0.014645776566757493,0,0,3.936693e-06
107,27,792,0,48,16,64,0.13493064312736444,1,1,0.9999982
66,4,2209,0,3,0,2462,0.02986425339366516,0,0,2.6683763e-06
40,9,4194,1,4,3,693,0.009535160905840286,0,0,2.8144487e-09
70,6,3819,0,4,4,2818,0.01832460732984293,0,0,1.6903276e-06
38,8,3948,0,4,3,753,0.00962268928842745,0,0,1.07418255e-05
199,8,474,0,11,9,128,0.4189473684210526,1,1,0.9999137
114,19,1577,0,33,8,62,0.07224334600760456,1,1,0.99980885
130,11,259,0,19,19,65,0.5,1,1,0.9999771
26,2,788,1,8,3,3082,0.032953105196451206,0,0,2.308092e-09
120,11,1541,0,39,16,177,0.07782101167315175,1,1,0.9999964
131,6,1040,0,42,15,226,0.12584053794428435,1,1,0.999998
37,4,663,0,3,1,2637,0.05572289156626506,0,0,2.8383041e-05
30,4,1440,0,1,2,1313,0.020818875780707843,0,0,8.7291475e-05
182,6,602,0,22,19,210,0.3018242122719735,1,1,0.9999945
191,9,1547,0,11,8,12,0.12338501291989665,1,1,0.9992867
117,13,1532,0,19,15,6,0.07632093933463796,1,1,0.99984896
91,35,1088,0,31,9,262,0.08356290174471992,1,1,0.9999989
25,5,2048,1,5,3,2086,0.012201073694485115,0,0,1.0026807e-09
135,24,1905,0,31,17,244,0.0708289611752361,1,1,0.9999747
153,15,109,0,40,7,232,1.3909090909090909,1,1,1.0
26,7,1141,0,9,4,3110,0.02276707530647986,0,0,0.00012432503
60,17,1547,0,42,6,357,0.03875968992248062,1,1,0.9998211
40,8,3198,0,6,0,3421,0.012503907471084715,0,0,1.2375894e-07
26,3,2357,0,3,0,3177,0.01102629346904156,0,0,4.4456918e-08
5,8,782,0,2,0,3097,0.006385696040868455,0,0,2.5820702e-05
73,14,781,0,31,11,60,0.09335038363171355,1,1,0.9994461
165,24,1159,0,19,14,90,0.14224137931034483,1,1,0.9999963
57,7,188,0,6,3,1016,0.30158730158730157,0,0,0.0019293608
124,37,1604,0,11,11,271,0.07725856697819315,1,1,0.99978954
118,19,1173,0,19,5,354,0.10051107325383304,1,1,0.99803764
34,2,215,0,5,2,724,0.1574074074074074,0,0,0.0003213373
15,7,127,0,3,3,1907,0.1171875,0,0,4.833112e-06
143,22,793,0,33,10,186,0.1801007556675063,1,1,0.9999964
72,6,1878,0,6,2,1575,0.03831825439063331,0,0,0.00011250637
183,30,1824,0,47,15,349,0.10027397260273972,1,1,0.9999999
59,30,837,0,36,6,14,0.07040572792362769,1,1,0.99999535
61,27,1685,0,30,12,167,0.036180308422301306,1,1,0.9999856
186,28,1707,0,40,13,17,0.10889929742388758,1,1,1.0
64,2,4224,0,8,1,2707,0.01514792899408284,0,0,7.943884e-07
22,5,755,0,5,4,1392,0.0291005291005291,0,0,7.5237194e-06
24,1,3650,0,2,3,2381,0.00657354149548069,0,0,2.906331e-06
22,2,217,0,6,0,2662,0.10091743119266056,0,0,1.905923e-05
104,28,1086,0,30,17,43,0.09567617295308188,1,1,0.9999999
120,16,1461,0,22,10,44,0.08207934336525308,1,1,0.9982223
18,2,2025,1,4,4,533,0.008884501480750246,0,0,2.1396986e-07
84,14,937,0,26,7,158,0.08955223880597014,1,1,0.9961892
120,22,1373,0,28,19,231,0.08733624454148471,1,1,0.99989915
135,34,1053,0,29,18,352,0.12808349146110057,1,1,1.0
9,1,4237,0,7,0,1095,0.0021236432279377066,0,0,1.6665421e-06
41,6,2125,1,3,1,756,0.019285042333019756,0,0,4.120008e-08
77,5,2843,0,6,0,1220,0.02707454289732771,0,0,0.00011641393
71,7,1561,0,23,6,61,0.045454545454545456,1,1,0.98530895
42,0,1107,0,6,0,2643,0.03790613718411552,0,0,1.32265195e-05
45,6,3822,0,6,1,818,0.01177086058069579,0,0,1.9309156e-05
69,1,3924,0,4,2,2869,0.017579617834394906,0,0,2.0821746e-07
74,0,4890,0,4,4,519,0.015129830300552035,0,0,7.5836826e-05
32,2,3340,0,3,4,2303,0.009577970667464832,0,0,3.2098278e-06
61,4,1632,0,7,2,3407,0.03735456215554195,0,0,1.8119043e-06
108,29,1665,0,26,11,333,0.06482593037214886,1,1,0.99996686
73,28,1421,0,42,5,300,0.051336146272855133,1,1,0.999926
74,9,4999,0,9,1,1271,0.0148,0,0,0.00046546594
29,4,3863,0,3,2,696,0.007505175983436853,0,0,3.324257e-07
89,29,292,0,26,10,356,0.3037542662116041,1,1,0.9999839
106,6,469,0,26,18,266,0.225531914893617,1,1,0.999899
40,5,4130,0,2,3,2267,0.009682885499878963,0,0,1.8438528e-06
68,6,702,0,6,1,2983,0.09672830725462304,0,0,1.5622289e-05
58,3,284,0,5,4,1660,0.20350877192982456,0,0,0.00034870466
65,7,154,1,2,1,2099,0.41935483870967744,0,0,6.8930385e-06
181,39,1339,0,12,14,338,0.13507462686567165,1,1,0.9999933
60,7,2454,0,2,1,1782,0.024439918533604887,0,0,1.5244503e-06
21,1,3887,1,7,1,1998,0.005401234567901234,0,0,4.369498e-10
75,0,4101,0,4,1,816,0.018283764017552412,0,0,8.254567e-06
65,3,224,0,1,1,3384,0.28888888888888886,0,0,1.33924e-06
77,39,411,0,17,15,152,0.18689320388349515,1,1,0.9999852
144,26,1395,0,10,17,270,0.10315186246418338,1,1,0.9999932
149,7,1610,0,14,5,19,0.09248913718187461,1,1,0.99406403
58,9,1741,0,8,4,379,0.03329506314580941,0,0,0.044031337
38,3,1774,0,9,1,3411,0.02140845070422535,0,0,5.3974213e-07
119,37,1269,0,41,15,150,0.09370078740157481,1,1,1.0
27,9,2183,0,5,0,2920,0.012362637362637362,0,0,5.264347e-08
16,5,197,0,4,4,1048,0.08080808080808081,0,0,0.0001928745
158,31,1806,0,26,9,52,0.08743774211400111,1,1,0.9999982
62,19,1566,0,24,6,306,0.03956604977664327,1,1,0.99653745
136,17,1843,0,13,19,246,0.0737527114967462,1,1,0.9999119
138,15,552,0,21,17,137,0.24954792043399637,1,1,0.9999565
49,5,1438,0,3,2,3479,0.034051424600416956,0,0,8.823125e-07
27,7,3600,0,3,0,2523,0.007497917245209664,0,0,1.6043189e-06
66,26,983,0,48,13,48,0.06707317073170732,1,1,0.9999994
32,1,565,0,5,1,3455,0.05653710247349823,0,0,2.6957343e-07
108,8,1043,0,12,13,284,0.10344827586206896,1,1,0.9976373
88,23,83,0,45,13,107,1.0476190476190477,1,1,1.0
27,0,742,0,2,3,666,0.03633916554508748,0,0,0.00018962067
80,33,1143,0,18,10,163,0.06993006993006994,1,1,0.99998057
64,3,3252,0,8,1,3238,0.019674146941284967,0,0,1.43791095e-08
33,6,4737,0,7,3,1301,0.0069649641198818064,0,0,5.2070266e-07
79,0,2517,0,4,3,2856,0.03137410643367752,0,0,1.5386238e-05
7,2,3839,0,6,2,3040,0.0018229166666666667,0,0,3.3374397e-07
107,10,494,0,38,9,137,0.21616161616161617,1,1,0.99995923
53,2,1740,0,3,0,2044,0.030442274554853533,0,0,3.077334e-05
61,28,134,0,43,12,304,0.45185185185185184,1,1,0.9999987
77,20,1977,0,19,8,143,0.038928210313447925,1,1,0.9962993
139,19,693,0,45,18,363,0.20028818443804033,1,1,0.9999993
181,13,560,0,44,11,284,0.3226381461675579,1,1,1.0
13,1,3218,0,5,3,796,0.00403852127990059,0,0,7.7340883e-07
78,6,3240,0,8,0,3594,0.02406664609688368,0,0,6.959593e-05
107,28,1410,0,34,6,217,0.07583274273564848,1,1,0.99999166
152,37,1087,0,26,15,326,0.13970588235294118,1,1,1.0
41,1,3786,0,1,2,3494,0.01082651175072617,0,0,2.19888e-06
104,25,204,0,28,11,151,0.5073170731707317,1,1,0.9999908
51,1,1482,0,4,3,3109,0.03438975050573163,0,0,2.156572e-06
192,20,619,0,42,19,191,0.3096774193548387,1,1,1.0
47,3,239,0,1,2,988,0.19583333333333333,0,0,7.510419e-05
109,6,1526,0,32,18,282,0.07138179436804191,1,1,0.9999709
123,9,1912,0,21,14,31,0.06429691583899634,1,1,0.9991829
21,3,2681,0,8,1,669,0.007829977628635347,0,0,2.5373788e-06
87,32,1672,0,22,17,200,0.052002390914524806,1,1,0.99999964
67,29,1468,0,31,17,227,0.045609257998638526,1,1,0.9999999
25,7,3298,0,4,2,1831,0.007578053955744165,0,0,4.4661618e-07
145,30,145,0,20,18,82,0.9931506849315068,1,1,1.0
9,5,4835,0,7,1,1526,0.0018610421836228288,0,0,1.8457371e-06
12,9,1359,0,4,2,3346,0.008823529411764706,0,0,6.2912306e-07
194,13,1971,0,45,10,98,0.09837728194726167,1,1,0.99997973
173,13,1289,0,11,9,27,0.13410852713178295,1,1,0.9995327
199,8,1750,0,23,6,279,0.11364934323243861,1,1,0.9993154
164,19,539,0,41,18,233,0.3037037037037037,1,1,1.0
134,11,1646,0,45,9,306,0.08136004857316333,1,1,0.9999349
64,21,1981,0,43,16,291,0.03229061553985873,1,1,0.9999888
182,34,1112,0,13,19,143,0.16352201257861634,1,1,0.99999547
39,9,714,0,8,3,3458,0.05454545454545454,0,0,3.2028387e-05
81,35,477,0,28,7,3,0.1694560669456067,1,1,0.99999964
36,1,3241,1,9,4,1131,0.011104256631708822,0,0,7.741563e-07
63,15,1832,0,23,14,336,0.03436988543371522,1,1,0.99886775
83,20,685,0,23,9,156,0.12099125364431487,1,1,0.999874
30,5,1397,0,2,0,2969,0.02145922746781116,0,0,2.3563416e-06
84,25,760,0,37,16,80,0.11038107752956636,1,1,0.9999999
187,27,1385,0,24,11,299,0.1349206349206349,1,1,0.9999958
10,0,3733,0,7,3,2384,0.002678093197643278,0,0,2.1313524e-05
123,38,80,0,19,8,185,1.5185185185185186,1,1,0.9999999
52,37,383,0,16,8,48,0.13541666666666666,1,1,0.9999951
123,19,303,0,25,10,260,0.40460526315789475,1,1,0.99999774
31,5,1127,0,2,3,1458,0.0274822695035461,0,0,5.636485e-05
146,12,743,0,45,9,197,0.19623655913978494,1,1,0.99998665
89,11,96,0,21,18,153,0.9175257731958762,1,1,0.9999987
126,26,1613,0,27,15,328,0.07806691449814127,1,1,0.99999225
171,9,1463,0,16,10,187,0.1168032786885246,1,1,0.99990344
72,2,857,0,1,0,2660,0.08391608391608392,0,0,8.166704e-06
45,7,2767,0,9,3,1740,0.01625722543352601,0,0,6.887017e-05
110,37,1034,0,22,13,234,0.10628019323671498,1,1,0.9999989
175,14,217,0,40,16,11,0.8027522935779816,1,1,1.0
65,5,2940,0,2,2,2893,0.022101326079564772,0,0,3.0325482e-06
9,2,3910,0,1,0,2710,0.002301201738685758,0,0,6.943439e-08
